req_id,requirements,label
1271,"the automatic washer to start, the clothes can get washed right away.",Energy
1272,"solar system, it gives more money savings.",Energy
1273,"small alarms around windows and doors to sound when outside wind or drafts enter specific places, I can keep heat and cooled air in the house and safe on energy bills.",Energy
1274,"the automatic wall heating to turn on, the room can warm up.",Energy
1275,"my home to sync with my fitbit in order to prepare a meal/drink and adjust room temperatures, when I return from a run/exersize I will have a healthy meal ready and i'll be comfortable..",Health
1276,"my smart home to call my cell phone when my child enters the home, so that I know he is really home and of course, that he is safe..",Safety
1277,"My toilets to be on my network with warmers in them, and to recognize my bathroom pattern of use., My butt will be nice and warm sitting on the toilet..",Other
1278,"daily news on my mobile, Getting news immediately.",Entertainment
1279,"soothing music to start playing if a child walks up in the middle of the night, parents wouldn't have to wake up every time a child wakes up.",Entertainment
1280,"water notification, it will notified the water level in tank.",Safety
1281,"the iPod to play Slayer's ""South of Heaven"", I can listen to it while I work.",Entertainment
1282,"my shower to start on its own in the morning, I can jump in and save time while getting ready for work.",Health
1283,"My tv to be hidden behind a wall that reacts to my voice only., The wall will open and my huge TV will slide out when needed with game consoles etc..",Entertainment
1284,"my refrigerator to take inventory of my groceries, when I'm out shopping I know what I need to get.",Other
1285,"smart home to check for movement in my home prior to my entering, I know that no one is waiting for me on the inside of the home..",Safety
1286,"Generators that run automatically., When the power drops they come on ASAP..",Energy
1287,"the front door to unlock and open, my guest can enter the home.",Entertainment
1288,"alarm, wake up alarm to get up for reading.",Health
1289,"my closet to take inventory of clothing I have, when I go shopping I can try and find clothes to match items I already have.",Other
1290,"the gutters self-cleaning to turn on, I don't have to clean the gutters.",Other
1291,"Wifi connection, we can use internet entire home.",Entertainment
1292,"My car to know when i'm ready to go before i get there from my house network, I can hop in and ride with car warmed up and cool..",Other
1293,"room temperatures to be dynamic and adjust according to personal options, everyone is comfortable in every room at any given moment.",Other
1294,"my smart home to turn to begin gradually turning on the bedroom light at 5:20 AM each morning and be completely on by 5:30 AM, I can wake up slowly and not be startled by an alarm..",Energy
1295,"my home to monitor clothes and bed sheets from the last time they were laundered, I can make sure my clothes and bed sheets are always clean.",Other
1296,"Bluetooth home appliance automation, will control the appliance.",Safety
1297,"my home to monitor my body and it's functions and test excretions for possible ailments, I can be sure I'm healthy and disease free.",Health
1298,"refrigerator to track the items it stores and provide a digital reading when items are running low, I can be a more efficient shopper and so that I always have what I need in the home..",Other
1299,"air conditioner, It will manage home temperature level.",Health
1300,"I want my bath water to turn on automatically at 9 PM and use a preset water temperature to fill my tub to the desired level, I can feel special and important..",Health
1304,"whole house morning alarm, I can get the house moving at the same time in the morning.",Other
1305,"my vacuum to vacuum the home at a specific time each day, I will have less housework to do when I get home..",Other
